,title,reviews,stars
14661,The table service let this visit down.,"First visit to this restaurant, no booking so had to wait for a table, not a problem.  Space at the bar to wait comfortably and drink order taken promptly and served as quickly.  Menus were presented at the bar by very friendly hostess.  Table wait...More",3
14662,Great Food!,"We went on a deal, but even so we would have happily paid full price.  The staff were friendly and very helpful with smiles on their faces.  The restaurant is quite cosy and most of the tables are round which I always like.  The food...More",4
14663,Good steak but average value,"Went with a voucher. We had a cocktail on arrival, which was a nice change as normally when I eat out I don't order cocktails before food. Then we had to wait  for the menu, then we waited again for our food, overall little bit...More",4
14664,Pleasant enough lunch,Restaurant very quiet when we visited. Food pretty good though not exceptional. Service good. Not that expensive for central London,4
14665,Best Belly Pork I have ever had.........,"Went to Marco Pierre White's Steak & Alehouse for a midweek meal on Thursday.  The place was buzzing and there was a great atmosphere. Had a champagne cocktail on arrival and they went down a treat. We both had for the Asparagus Hollandaise, a classic...More",4
14666,Lovely evening with fine food and wine,"We booked a special mid week deal of 2 courses for £15 pp. For a restaurant of this quality it was a great deal, although you need to add on side orders to the cost. We were given a choice of 4 starters and 4...More",4
14667,"Excellent food, extortionate wine plus double service charge.","The food was excellent; the party had asparagus, duck pâté for starters followed by fish and steak then panacotta. The starters were perfect, but the whole atmosphere of a MPW restaurant was downgraded by the waitress saying that it was in fact fish and chips,...More",4
14668,Very nice meal and good Sunday offer,"We had starters, steak and and a very good bottle of wine here, the steak was cooked perfectly and was perfect.  This is certainly not an inexpensive place to eat but the food was worth it and you can see this clearly from looking on...More",4
14669,Fantastic,"We went on a travel zoo offer. Our meal started with a choice of champagne cocktails. For the starter my husband had the cauliflower soup and I chose the asparagus, for mains I had the calves liver with a side of spinach and my husband...More",5
14670,Very Good,We had a voucher and arrived at the restaurant for 18.30 after theatre. I was a bit apprehensive due to some of the bad reviews. We were presented to our table and offered a champagne cocktail which was included in the voucher. We then had...More,4
14671,Totally Average Meal,"Went here on a Travelzoo deal, 3 courses with a champagne cocktail. Very average meal. A vey limited menu was offered which didn't leave much choice in what you ate. The actual a la carte menu looked much more exciting. Starters were probably the best...More",3
14672,Such a waste of time and money,"My husband and I visited London for seven nights and wanted to eat at so many different places, so we had to choose carefully.  He's a fan of MPW, so we decided this would be a great place to check out.  However, it was such...More",1
14673,Groupon Deal experience,I used a Groupon voucher yesterday and was very impressed by the whole experience. I read a  few reviews and wasn't expecting too much. The restaurant is well laid out with perfect lighting and atmosphere - Ideal for a couple. The service was good and...More,5
14674,not impressed,"We decided to go to Marco Pierre White's steakhouse and unfortunately I was greatly disappointed. The sad thing is the food was ok but the wine list was mediocre, the place aged and dreadfully ventilated (we walked out smelling like food!). Nevertheless, the simplest but...More",2
14675,Best steak ever!,"We came here on a special offer.

We had 2 courses and a cocktail each. We ordered a starter as extra and 2 side orders of chips! Big mistake as the starter was unnecessary and 1 portion of chips wouldve done between us.

The steak...More",5
